MA_1_1,MA_1_2,MA_1_3,MA_1_4,MA_1_5,MA_1_6,MA_1_7,MA_1_8,MA_1_9,MA_1_10,MA_1_11,MA_2_1,MA_2_2,MA_2_3,MA_2_4,MA_2_5,MA_2_6,MA_2_7,MA_2_8,MA_2_9,MA_2_10,MA_2_11,GA_1,GA_2,GA_3,GA_4,GA_5,GA_6,GA_7,Age,Employment_1,Employment_2,Employment_3,Employment_4,Teacher,Educ_Attain,Parent,child35,child618,gender,ethnicity,race,collectiontype,id,Hopko_MA_mean,CG_MA_mean,scale1to10,generalanxiety,testanxiety,Fluency_Correct,MathFluency,BerlinNumeracy,ONET___STEM,Medianhouseholdincomedollars
Some anxiety,Moderate anxiety,Quite a bit of anxiety,Some anxiety,Moderate anxiety,Some anxiety,Some anxiety,Moderate anxiety,Some anxiety,Quite a bit of anxiety,Moderate anxiety,Generally not true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally true of me,"Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time",50,,,1,,No,Graduated from 2-year college,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,676,2.6666666667,2.8181818182,5,1.5714285714,-2,29,0.4824327921,1,0,34822
Low anxiety,Low anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Moderate anxiety,Some anxiety,Low anxiety,Low anxiety,Moderate anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,32,,,1,,No,Graduated from 4-year college,Yes,No,Yes,Man,Non-Hispanic/Latino,Asian,1,615,1.5,1,0,1,-3.5,46,0.7666538891,4,0,77247
Low anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Low anxiety,Some anxiety,Some anxiety,Some anxiety,Low anxiety,Some anxiety,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,30,,,1,,No,Graduated from 4-year college,No,,,Man,Non-Hispanic/Latino,White,1,160,1.6666666667,2.1818181818,0,1,-3.5,48,0.8107012566,2,0,76494
Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Low anxiety,Moderate anxiety,Quite a bit of anxiety,Moderate anxiety,Some anxiety,Quite a bit of anxiety,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,34,1,,1,,No,Some college,No,,,Woman,Non-Hispanic/Latino,White,1,233,2.9166666667,3.0909090909,6,1,-3.25,26,0.4332900043,1,0,103375
Low anxiety,Low anxiety,Moderate anxiety,Low anxiety,Some anxiety,Low anxiety,Some anxiety,Low anxiety,Some anxiety,Some anxiety,Moderate anxiety,Somewhat true of me,Generally not true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,45,,,1,,No,Some college,Yes,No,Yes,Man,Non-Hispanic/Latino,,1,423,1.75,2.6363636364,6,1.1428571429,-3.75,33,0.5481909698,1,0,
Moderate anxiety,Some anxiety,High anxiety,Moderate anxiety,Some anxiety,Some anxiety,Quite a bit of anxiety,Low anxiety,Quite a bit of anxiety,Moderate anxiety,Quite a bit of anxiety,Somewhat true of me,Generally true of me,Generally not true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Very true of me,Very true of me,Generally true of me,"Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time",43,,,,,,Attended graduate or professional school without graduating,No,,,Woman,Non-Hispanic/Latino,White,1,516,3.0833333333,3.9090909091,9,2.4285714286,-2.25,22,0.3666483342,3,,50844
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,33,,,,1,No,Graduated from 4-year college,No,,,Man,Non-Hispanic/Latino,Asian,1,37,1,1,0,1.1428571429,-4,48,1.1242007635,4,1,55198
High anxiety,Moderate anxiety,Quite a bit of anxiety,Some anxiety,Moderate anxiety,Some anxiety,High anxiety,Some anxiety,Quite a bit of anxiety,Low anxiety,Low anxiety,Somewhat true of me,Very true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Very true of me,Generally true of me,Not true of me at all,Somewhat true of me,Generally not true of me,Somewhat true of me,"Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",23,1,,,1,No,Graduated from 2-year college,No,,,Woman,Non-Hispanic/Latino,Black or African American,1,65,3.0833333333,3.0909090909,8,2,-2,17,0.2833286112,1,1,29492
Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Quite a bit of anxiety,Moderate anxiety,Moderate anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Generally true of me,Generally true of me,Somewhat true of me,Generally true of me,Somewhat true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,34,,1,,,,Graduated from 4-year college,Yes,Yes,Yes,Woman,Non-Hispanic/Latino,White,1,80,3.3333333333,3.8181818182,6,1,-3,34,0.5666477784,1,,75663
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Not true of me at all,Not true of me at all,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Not true of me at all,Generally not true of me,Not true of me at all,Generally not true of me,Generally not true of me,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",29,,1,,,,Graduated from 2-year college,No,,,Man,Non-Hispanic/Latino,Black or African American,1,213,1,1.6363636364,0,2,-4,33,0.5499083486,3,,44629
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,48,,,1,,Yes,Graduated from 4-year college,Yes,No,Yes,Woman,Non-Hispanic/Latino,Black or African American,1,375,1.0833333333,1,1,1,-4,21,0.3491794283,3,0,52300
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,46,,1,,,,Completed graduate or professional school,No,,,Man,Non-Hispanic/Latino,White,1,263,1,1.0909090909,0,1.2857142857,-4,34,0.5666383347,2,,30101
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Moderate anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,54,,,,1,No,Completed graduate or professional school,Yes,No,No,Woman,Hispanic/Latino,White,1,203,1.1666666667,1,0,1,-4,33,0.5489752462,2,1,60196
Low anxiety,Low anxiety,Some anxiety,Low anxiety,Moderate anxiety,Low anxiety,Moderate anxiety,Low anxiety,Low anxiety,Some anxiety,Some anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Not true of me at all,Not true of me at all,Not true of me at all,Somewhat true of me,Generally true of me,Somewhat true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,60,,,,,,Graduated from 2-year college,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,586,1.5833333333,1.7272727273,2,1,-4,32,0.5332977801,4,,57747
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",Did not apply to me at all,23,,,1,,No,Some college,No,,,Woman,Non-Hispanic/Latino,White,1,735,1.1666666667,1,0,1.7142857143,-2.75,35,0.5600896143,2,0,50214
Some anxiety,Moderate anxiety,Moderate anxiety,Low anxiety,Some anxiety,Moderate anxiety,Some anxiety,Low anxiety,Some anxiety,Some anxiety,Moderate anxiety,Generally not true of me,Somewhat true of me,Generally not true of me,Generally true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Generally true of me,Generally true of me,Somewhat true of me,Somewhat true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,29,,,1,,No,Graduated high school or high school equivalent,No,,,Man,Non-Hispanic/Latino,White,1,585,2.1666666667,3,4,1,-2.5,30,0.4999166806,1,0,38648
Moderate anxiety,Moderate anxiety,Quite a bit of anxiety,Moderate anxiety,Low anxiety,Some anxiety,Quite a bit of anxiety,Low anxiety,Moderate anxiety,Moderate anxiety,High anxiety,Somewhat true of me,Very true of me,Generally not true of me,Generally true of me,Generally true of me,Somewhat true of me,Somewhat true of me,Generally true of me,Generally true of me,Very true of me,Very true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,18,,1,,,,Some college,No,,,Man,Non-Hispanic/Latino,White,1,433,2.8333333333,3.8181818182,5,1.1428571429,-4,47,0.877930326,4,,46423
Some anxiety,Low anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Quite a bit of anxiety,Some anxiety,Low anxiety,Some anxiety,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally not true of me,Somewhat true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,70,,,1,,No,Graduated from 2-year college,Yes,No,No,Man,Non-Hispanic/Latino,White,1,63,1.9166666667,2.7272727273,6,1.1428571429,-2,19,0.31664028,1,0,45614
